Unnamed: 0,job_id,job_title,country,isco_3,isco_3_label,hard_skills,tools,knowledge_domains,soft_skills,languages,education_level,education_field,digital_competences,green_competences,status
2799,FR142,Cloud Architect (M/F),France,121,Business Services and Administration Managers,"['3PL environment expertise', 'TMS tools mastery', 'WMS tools mastery', 'Incident management', 'Functional testing', 'Process improvement', 'Training and support']","['TMS', 'WMS']","['Logistics', 'Supply chain']","['Analytical skills', 'Rigor', 'Customer service', 'Interpersonal skills', 'Leadership', 'Pedagogy', 'Change support']",[],bachelor,logistics or supply chain,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Sharing through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
2800,FR143,Cloud Architect m/f,France,214,Engineering Professionals (excluding Electrotechnology),"['Cloud data architecture', 'Data engineering', 'Azure Data Factory', 'Azure Data Lake', 'Azure SQL Database', 'Azure Synapse Analytics', 'Microsoft Fabric', 'Google Cloud Platform BigQuery', 'Google Cloud Platform Dataflow', 'Google Cloud Platform Dataproc', 'Google Cloud Platform Cloud Storage', 'Google Cloud Platform Cloud Functions', 'Looker', 'Spark', 'Azure Databricks', 'Dataflow', 'DataOps', 'FinOps', 'CI/CD automation', 'Data platform governance', 'Data migration', 'Multi-cloud integration', 'Technical leadership', 'Technological watch']","['Azure Data Factory', 'Azure Data Lake', 'Azure SQL Database', 'Azure Synapse Analytics', 'Microsoft Fabric', 'BigQuery', 'Dataflow', 'Dataproc', 'Cloud Storage', 'Cloud Functions', 'Looker', 'Spark', 'Azure Databricks']","['Cloud computing', 'Data platform architecture', 'Data governance', 'Cost optimization', 'Data security', 'Data compliance', 'Cloud native applications', 'Data ecosystem modernization']","['Leadership', 'Team management', 'Coaching', 'Collaboration', 'Continuous learning', 'Communication', 'Strategic advising', 'Collective skills development']",[],,,"['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Collaborating through digital technologies', 'Sharing through digital technologies', 'Identifying needs and technological responses', 'Creatively using digital technologies']","['Valuing sustainability', 'Supporting fairness', 'Adaptability', 'Collective action', 'Individual initiative']",ok
2801,FR144,Cloud Architect m/f,France,214,Engineering Professionals (excluding Electrotechnology),"['Cloud Data Engineering', 'Snowflake ecosystem mastery', 'Data pipeline design and orchestration', 'DataOps best practices', 'Performance and cost optimization', 'Processing and orchestration technologies', 'Hybrid Cloud Data architecture design', 'Data migration and modernization', 'Data quality, security, and governance', 'Client training and support']","['Snowflake', 'Azure', 'GCP', 'Airflow', 'DBT', 'Spark', 'Python']","['Modern Data Platforms', 'Cloud ecosystems', 'DataOps', 'FinOps', 'Data security and governance', 'Technological innovations in data cloud']","['Collaboration', 'Advising', 'Continuous learning', 'Technical excellence', 'Innovation', 'Flexibility', 'Agility', 'Work-life balance']",[],,,"['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Collaborating through digital technologies', 'Sharing through digital technologies', 'Identifying needs and technological responses', 'Solving technical problems', 'Creatively using digital technologies']","['Valuing sustainability', 'Supporting fairness', 'Adaptability', 'Individual initiative']",ok
2802,FR145,Cloud Architect m/f,France,214,Engineering Professionals (excluding Electrotechnology),"['cloud architecture design', 'data architecture', 'Google Cloud Platform services', 'Azure cloud services', 'DevOps practices', 'cost optimization of cloud solutions', 'cloud infrastructure security and compliance', 'data management', 'data analytics strategies']","['Google Cloud Platform', 'Azure', 'Compute Engine', 'App Engine', 'BigQuery', 'Cloud Functions', 'CI/CD tools', 'monitoring tools', 'logging tools']","['cloud computing', 'data management', 'DevOps', 'cloud security', 'cloud cost optimization']","['collaboration', 'knowledge sharing', 'innovation', 'adaptability']",[],,,"['Collaborating through digital technologies', 'Sharing through digital technologies', 'Protecting devices', 'Protecting personal data and privacy', 'Solving technical problems', 'Identifying needs and technological responses']","['Valuing sustainability', 'Supporting fairness']",ok
2803,FR146,DEVOPS (M/F),France,133,Information and Communications Technology Services Managers,"['Infrastructure Management', 'Designing resilient and secure infrastructures', 'Google Cloud Platform (GCP)', 'CI/CD pipeline implementation', 'Kubernetes', 'Docker', 'Cybersecurity risk assessment and mitigation']","['Google Cloud Platform', 'Kubernetes', 'Docker']","['DevOps', 'Cloud Infrastructure', 'Cybersecurity']","['Customer-oriented approach', 'Interpersonal skills', 'Collaboration']",[],,,"['Protecting devices', 'Identifying needs and technological responses', 'Solving technical problems', 'Collaborating through digital technologies']",[],ok
2804,FR147,DevOps (M/F),France,133,Information and Communications Technology Services Managers,"['DevOps engineering', 'Gathering business requirements', 'Unit and integration testing', 'Data cleaning automation', 'Implementing monitoring tools', 'Resolving production incidents', 'Cloud environments (AWS, Azure, GCP, Lambda, Glue)', 'Automation tools (GitLab)', 'Database solutions (SQL, NoSQL)', 'Operating systems (Linux, Windows)']","['AWS', 'Azure', 'GCP', 'Lambda', 'Glue', 'GitLab', 'SQL', 'NoSQL', 'Linux', 'Windows']","['DevOps', 'Cloud computing', 'Automation', 'Database management', 'Operating systems', 'Software testing', 'Monitoring and performance tracking']","['Team spirit', 'Autonomy', 'Writing skills']",['English'],master,,"['Managing data, information and digital content', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
2805,FR148,DEVOPS (M/F),France,251,Software and Applications Developers and Analysts,"['DevOps', 'Infrastructure as Code', 'CI/CD pipeline automation', 'System performance monitoring', 'Security best practices', 'Code testing', 'Code reviews', 'Pair programming']","['TypeScript', 'React', 'AWS', 'Terraform', 'CDK for Terraform', 'GitLab', 'GitLab-CI']","['Cloud infrastructure', 'Serverless architecture', 'Agile methodologies', 'Digital customer experience']","['Collaboration', 'Continuous improvement', 'Agile organization']",[],,,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
2806,FR149,DevOPs M/F,France,251,Software and Applications Developers and Analysts,"['programming and development languages', 'development environment (IDE)', 'build and virtualization tools', 'operating systems', 'content management systems (CMS)', 'development methodologies', 'testing tools', 'project management tools', 'process automation', 'continuous integration (CI)', 'cloud native coding', 'docker image architecture', 'kubernetes infrastructure management', 'quality audits and code testing', 'infrastructure deployment', 'application design and management', 'digital system security', 'digital project orchestration']","['Docker', 'Kubernetes', 'IDE', 'CMS (Drupal, Wordpress)', 'project management tool']","['software development', 'cloud computing', 'infrastructure management', 'quality assurance', 'digital security', 'project management']","['communication skills', 'analytical abilities', 'comprehension abilities', 'follow-up abilities', 'decision making', 'vigilance', 'collaboration']","['PHP', 'CSS', 'HTML']",,,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
2807,FR150,DevOps (M/F),France,251,Software and Applications Developers and Analysts,"['Design CI/CD pipelines', 'Deploy CI/CD pipelines', 'Maintain CI/CD pipelines', 'Automate infrastructure', 'Manage containers', 'Orchestration', 'Oversee Cloud platforms', 'Establish monitoring']",[],"['DevOps', 'Telecommunications']",['Collaboration'],[],,,['Collaborating through digital technologies'],[],ok
2808,FR151,DEVOPS M/F,France,251,Software and Applications Developers and Analysts,"['automation', 'infrastructure management', 'development and deployment pipelines optimization', 'continuous integration (CI)', 'continuous deployment (CD)', 'DevOps tools implementation and management', 'performance improvement', 'security management', 'system resilience']",['DevOps tools'],"['digital transformation', 'application lifecycle management', 'system availability', 'automation processes', 'scalable environments', 'high-availability environments']","['collaboration', 'communication', 'problem solving']",[],,,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
2809,FR152,DEVOPS (M/F),France,251,Software and Applications Developers and Analysts,"['integration engineering', 'industrialization engineering', 'automation', 'deployment of complex environments', 'Big Data', 'CI/CD']",[],"['automation', 'deployment', 'Big Data', 'CI/CD']","['strategic thinking', 'innovation']",[],,,"['Identifying needs and technological responses', 'Solving technical problems']",[],ok
2810,FR153,DevOps (M/F),France,251,Software and Applications Developers and Analysts,"['continuous integration and deployment pipelines', 'application development automation', 'cloud infrastructure design and management', 'on-premise infrastructure management', 'performance optimization', 'reliability optimization', 'security compliance', 'proactive monitoring solutions', 'incident response', 'DevOps practices integration', 'technical support for infrastructure', 'cost analysis and optimization for cloud services', 'documentation of configurations and processes']","['Terraform', 'Ansible', 'Kubernetes', 'GitLab CI', 'AWS']","['DevOps', 'Cloud computing', 'Infrastructure as Code', 'Security standards and regulations', 'CI/CD pipelines', 'Monitoring and incident management']","['collaboration', 'problem solving', 'adaptability']",['English'],,,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
2811,FR154,DevOps (M/F),France,251,Software and Applications Developers and Analysts,"['DevOps', 'Infrastructure automation', 'Infrastructure administration', 'Continuous integration (CI/CD)', 'Performance analysis', 'Service availability monitoring', 'Bug and incident detection', 'Code analysis integration', 'Test automation', 'Update management', 'Security management', 'Technical documentation writing', 'Linux', 'Ansible', 'Docker', 'Kubernetes', 'Traefik', 'NodeJS', 'ReactJS', 'Git', 'Windows Server IIS']","['Ansible', 'Docker', 'Kubernetes', 'Traefik', 'NodeJS', 'ReactJS', 'Git', 'Windows Server IIS']","['Computer science', 'Information Systems Security Policy']","['Rigor', 'Methodical approach', 'Priority management', 'Responsiveness', 'Collaboration']",[],master,computer science,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Protecting devices', 'Protecting personal data and privacy', 'Solving technical problems']",[],ok
2812,FR155,DevOps (M/F),France,251,Software and Applications Developers and Analysts,"['DevOps engineering', 'Gathering business requirements', 'Unit and integration testing', 'Data cleaning automation', 'Monitoring tools implementation', 'Production incident resolution', 'Cloud environment management', 'Automation tools usage', 'Database solutions knowledge', 'Operating systems knowledge']","['AWS', 'Azure', 'GCP', 'Lambda', 'Glue', 'GitLab', 'SQL', 'NoSQL', 'Linux', 'Windows']","['Cloud computing', 'DevOps', 'Data management', 'Software testing', 'IT infrastructure monitoring', 'Database management', 'Operating systems']","['Team spirit', 'Autonomy', 'Writing skills']",['English'],master,,"['Managing data, information and digital content', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
2813,FR156,DevOps (M/F),France,251,Software and Applications Developers and Analysts,"['DevOps practices', 'SRE practices', 'Automation development', 'Application configuration and deployment', 'Cloud application deployment', 'Risk and impact assessment during production deployment', 'Production deployment management', 'Application hosting on VM', 'Application hosting on Tomcat', 'Application hosting on Kubernetes', 'Batch and scheduler management (OPCON)', 'Observability and supervision', 'Performance and capacity planning']","['Ansible', 'Kubernetes', 'CaaS', 'SaaS', 'Virtual machines', 'Dynatrace', 'Grafana', 'Github', 'Jenkins']","['DevOps', 'Site Reliability Engineering', 'Cloud computing', 'Application hosting', 'Continuous deployment', 'Observability', 'Performance monitoring', 'Incident management']","['Collaborative spirit', 'Rigor', 'Analytical ability', 'Proactivity', 'Resilience']",[],,,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
2814,FR157,DevOps (M/F),France,251,Software and Applications Developers and Analysts,"['DevOps', 'Cloud infrastructure management', 'Infrastructure as Code', 'Automation', 'GitOps', 'CI/CD pipelines', 'Containerization', 'System monitoring and observability', 'Security concepts', 'Database management', 'DevSecOps', 'Scripting']","['Azure', 'Terraform', 'Ansible', 'ArgoCD', 'Kargo', 'Helm Chart', 'Docker', 'Kubernetes', 'Prometheus', 'ELK', 'Loki', 'Bytebase', 'Vault', 'GitLab', 'Jira', 'Confluence', 'GLPI', 'Python', 'Bash']","['Cloud computing', 'DevOps practices', 'Infrastructure automation', 'Security', 'Monitoring and observability', 'Software deployment', 'Collaboration tools']","['Collaborative spirit', 'Interpersonal relationships', 'Analytical abilities', 'Diagnostic abilities', 'Problem-solving', 'Proactivity', 'Rigor', 'Organization', 'Leadership', 'Effective communication', 'Curiosity', 'Active technological monitoring']",['English'],master,computer science,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Identifying needs and technological responses', 'Solving technical problems', 'Identifying digital competence gaps']",[],ok
2815,FR158,Cybersecurity consultant GRC (m/f),France,133,Information and Communications Technology Services Managers,"['cybersecurity governance', 'risk assessment', 'security strategy development', 'security policy development', 'regulatory compliance', 'internal auditing', 'security incident management', 'crisis management', 'business continuity', 'security standards knowledge', 'accreditation processes']",[],"['cybersecurity', 'governance risk and compliance', 'information security', 'security operations', 'cybersecurity regulations', 'ISO 27001', 'NIST', 'II901', 'IGI1300']","['analytical skills', 'synthesis skills', 'problem-solving', 'communication skills', 'mentorship', 'autonomy', 'adaptability', 'project management']",['English'],bachelor,IT or Cybersecurity,"['Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Identifying needs and technological responses', 'Solving technical problems', 'Protecting personal data and privacy']","['Valuing sustainability', 'Supporting fairness', 'Adaptability']",ok
2816,FR159,Consultant - Cybersecurity - Permanent Contract (M/F),France,133,Information and Communications Technology Services Managers,"['Governance and security organization', 'Awareness and training', 'Compliance (GDPR, LPM, NIS)', 'Cybersecurity strategy', 'Risk management', 'Cloud security', 'SOC', 'Security architecture', 'AI security', 'Security solutions', 'Red team audits', 'Penetration testing', 'Incident response', 'Investigation and crisis management', 'Security of industrial systems and connected objects', 'Identity and access management', 'Digital trust services', 'Project management', 'Change management', 'Market study', 'Proof of concept', 'Consulting formalization', 'Critical thinking', 'Reporting', 'Client relations', 'Supervision', 'Business development']","['Cyberlab', 'Shake’up', 'The Factory', 'CréaDesk', 'Machine Learning & Data Lab', 'Research & Knowledge Center']","['Cybersecurity', 'Consulting', 'Company transformation', 'Entrepreneurship', 'Innovation']","['Intellectual curiosity', 'Critical thinking', 'Analytical thinking', 'Interpersonal skills', 'Service sense', 'Proactivity', 'Entrepreneurship', 'Innovation', 'Team player', 'Curiosity', 'Determination', 'Client trust building', 'Conviction sharing']",[],other,,"['Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Sharing through digital technologies', 'Collaborating through digital technologies', 'Identifying needs and technological responses', 'Creatively using digital technologies']","['Critical thinking', 'Adaptability', 'Individual initiative']",ok
2817,FR160,Senior Consultant (M/F) - Cybersecurity,France,133,Information and Communications Technology Services Managers,"['IT transformation', 'cloud security', 'SOC', 'security architecture', 'red team audits', 'penetration testing', 'industrial IS security', 'connected objects security', 'identity and access management', 'digital trust services', 'risk management', 'compliance management', 'training program development', 'incident response', 'crisis management', 'project management', 'business development', 'knowledge management']",[],"['cybersecurity', 'operational resilience', 'digital transformation', 'management consulting', 'digital consulting']","['team player', 'leadership', 'autonomy', 'multitasking', 'intellectual curiosity', 'persuasive ability', 'client relationship management', 'coaching', 'communication', 'collaboration']",[],,,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Identifying needs and technological responses']",[],ok
2818,FR161,Cybersecurity Business Developer M/F,France,122,"Sales, Marketing and Development Managers","['prospecting new accounts', 'developing client portfolio', 'cybersecurity knowledge', 'sales forecasting', 'contract negotiation', 'preparing proposals', 'managing client relationships', 'collaborating with pre-sales teams', 'project management']",[],"['cybersecurity', 'commercial sales', 'risk management', 'economic environment']","['curiosity', 'leadership', 'mobilizing resources', 'working in project mode', 'understanding client issues']",[],other,business,"['Interacting through digital technologies', 'Collaborating through digital technologies']",[],ok
2819,FR162,Consultant - Cybersecurity - Permanent Contract (M/F),France,133,Information and Communications Technology Services Managers,"['Governance and security organization', 'Awareness and training', 'Compliance (GDPR, LPM, NIS)', 'Cybersecurity strategy', 'Risk management', 'Cloud security', 'SOC', 'Security architecture', 'AI security', 'Security solutions', 'Red team audits', 'Penetration testing', 'Incident response', 'Investigation and crisis management', 'Security of industrial systems and connected objects', 'Identity and access management', 'Digital trust services', 'Framing and strategy', 'Opportunity study', 'Market study', 'Proof of Concept', 'Governance', 'Project management', 'Change management', 'Formalization', 'Client relationship', 'Supervision', 'Business development']","['Cyberlab', ""Shake'up"", 'The Factory', 'CréaDesk', 'Machine Learning & Data Lab', 'Research & Knowledge Center']","['Cybersecurity', 'Cloud security', 'AI security', 'Industrial systems security', 'Digital trust']","['Perspective-taking', 'Feedback', 'Sharing conviction', 'Client relationship', 'Supervision', 'Business development']",[],,,"['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Sharing through digital technologies', 'Collaborating through digital technologies', 'Managing digital identity', 'Protecting personal data and privacy', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
2820,FR163,Manager (M/F) - Cybersecurity: Digital Identity,France,133,Information and Communications Technology Services Managers,"['Cybersecurity', 'Identity Governance & Administration', 'Identity Analytics & Intelligence', 'Access management & API Security', 'Customer Identity & Access Management', 'Privileged Access Management', 'Cryptography and certificates', 'Trust services (PKI, HSM, KMS, CLM)', 'Business development', 'Team management', 'Knowledge management']","['Password vault', 'Administration bastion', 'Security repositories', 'Artificial intelligence for decision support']","['Cyber transformation programs', 'Digital Identity cybersecurity', 'GDPR', 'PIPL', 'Cloud infrastructures', 'On-premise IT infrastructures']","['Team player', 'Curiosity', 'Determination', 'Leadership', 'Client relationship management', 'People development', 'Communication', 'Collaboration', 'Problem solving']",[],,,"['Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Sharing through digital technologies', 'Collaborating through digital technologies', 'Protecting personal data and privacy', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
2821,FR164,Cybersecurity Engineer - Web Security - M/F,France,251,Software and Applications Developers and Analysts,"['platform securing websites', 'WAF', 'Bots Management', 'API Security', 'Public Certificates', 'security strategies development', 'threat detection and reaction', 'incident management', 'interface management between brands and technical units', 'relationship management with software publishers', 'IaC / Terraform', 'CI/CD Pipelines']","['Akamai', 'Fasterize', 'Fortinet', 'Checkpoint', 'SentinelOne', 'Qualys', 'Azure', 'Kubernetes', 'Java', 'JS', 'NodeJS', 'Go']","['Cyberdefense', 'Web Security', 'IT system modernization', 'Digital transformation']","['communication', 'collaboration', 'relationship management']",[],,,"['Managing data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Protecting devices', 'Protecting personal data and privacy', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
2822,FR165,Cybersecurity Engineer - SOC Analyst - M/F,France,251,Software and Applications Developers and Analysts,"['security alert analysis', 'security incident detection and response', 'writing detection rules', 'testing detection rules', 'deploying detection rules', 'incident response optimization', 'threat hunting', 'Purple Team exercises', 'cyber threat intelligence exploitation', 'security posture improvement', 'collaboration with international teams', 'software functionality implementation', 'incident management']","['SIEM', 'EDR', 'XDR', 'TIP platform', 'Adversary Simulation Platform', 'Investigation and incident response tooling', 'Detection pipelines', 'orchestrator']","['cybersecurity', 'security operations center (SOC)', 'computer security incident response team (CSIRT)', 'threat hunting', 'cyber threat intelligence (CTI)', 'incident response', 'digital transformation', 'IT system modernization']","['communication', 'collaboration', 'innovation', 'expertise sharing', 'adaptability']",[],,,"['Collaborating through digital technologies', 'Managing data, information and digital content', 'Evaluating data, information and digital content', 'Identifying needs and technological responses', 'Solving technical problems', 'Creatively using digital technologies']",[],ok
2823,FR166,Senior Consultant (M/F) - Product & Industrial Cybersecurity,France,133,Information and Communications Technology Services Managers,"['Cybersecurity governance', 'Regulatory compliance and certification (LPM, NIS, IEC)', 'Security architecture definition', 'Deployment of security tools (EDR, detection probes)', 'SOC setup', 'Securing remote access', 'Supply chain security', 'Cryptography and key management', 'Security evaluation of industrial sites and products', 'Crisis management preparation', 'Conducting large-scale cybersecurity exercises', 'Client presentations', 'Commercial proposal design and leadership', 'Team leadership and development']","['EDR', 'Detection probes', 'SOC']","['Industrial cybersecurity', 'Product cybersecurity', 'Industry 4.0', 'IIoT', 'Cybersecurity for embedded systems', 'Cybersecurity for connected objects', 'Cybersecurity in sectors: banking, energy, transport, luxury, public sectors, pharmaceuticals, agri-food, chemistry, water and waste management']","['Teamwork', 'Curiosity', 'Determination', 'Leadership', 'Client relationship management', 'Commercial acumen', 'Practice development', 'Communication', 'Mentoring']",[],,,"['Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Sharing through digital technologies', 'Collaborating through digital technologies', 'Identifying needs and technological responses', 'Solving technical problems']",[],ok
2824,FR167,Network and Security L2 (M/F),France,252,Database and Network Professionals,"['network and security infrastructure management', 'root cause analysis', 'production deployments', 'change management', 'incident and crisis management', 'firewall rule automation', 'infrastructure as code', 'network supervision', 'technical documentation', 'ticketing tool integration', 'monitoring and backups', 'Cisco switching and Meraki', 'Fortinet products management', 'network automation and scripting']","['Cisco (Switching and Meraki)', 'Fortinet (Fortigate, Fortimanager, Fortinanalyzer, FortiAuthenticator, EMS)', 'corporate monitoring tool', 'ticketing tool']","['network and security infrastructure', 'IT/OT firewalls', 'Agile principles', 'Corporate Social Responsibility (CSR)']","['team spirit', 'collaboration', 'communication', 'continuous improvement', 'multicultural environment experience']",['English'],,,"['Managing data, information and digital content', 'Sharing through digital technologies', 'Collaborating through digital technologies', 'Identifying needs and technological responses', 'Solving technical problems']","['Valuing sustainability', 'Supporting fairness']",ok
2825,FR168,Senior Consultant/Manager - SmartConnectivity: Network & Telecom - M/F - Permanent Contract,France,133,Information and Communications Technology Services Managers,"['Network and telecom transformation project management', 'LAN, WAN, SD-WAN, SD-LAN, Wi-Fi and 5G infrastructure strategy development', 'Enterprise connectivity architecture design', 'Multi-cloud connectivity solutions', 'IaaS/PaaS/SaaS interconnection', 'Network automation (NetOps)', 'IoT connectivity', 'Infrastructure modeling and documentation', 'Operational model implementation', 'Architecture process definition', 'Technical committee facilitation', 'Softphone, videoconferencing, Teams telephony integration', 'Customer contact center (CRC) solutions', 'Infrastructure performance auditing', 'Security and resilience best practices implementation', 'Cybersecurity alignment', 'Service continuity management', 'Technology watch and innovation management', 'Proof of concept experimentation', 'Telecom cost optimization', 'Environmental impact reduction in telecom', 'Supplier selection and contract negotiation', 'Commercial proposal design and client presentation', 'Practice performance management', 'Recruitment and upskilling']","['Softphone', 'Videoconferencing tools', 'Teams telephony', 'Network automation tools (NetOps)', 'Technical committee tools', 'RFP management tools']","['Networks & Telecom', 'Next-Gen Networks (SASE, ZeroTrust, DC, SDWAN, SDLAN)', 'IT/OT Convergence (5G, SAT)', 'NetOps (TOM, NOC, AI)', 'Next-Gen Telephony', 'Digital workplace', 'Cybersecurity', 'GreenIT', 'Cloud computing (IaaS, PaaS, SaaS)']","['Teamwork', 'Curiosity', 'Determination', 'Challenge-taking', 'Collaboration', 'Leadership', 'Client relationship management', 'Communication', 'Innovation mindset', 'Commercial acumen', 'Mentoring']",[],,,"['Browsing, searching and filtering data, information and digital content', 'Evaluating data, information and digital content', 'Managing data, information and digital content', 'Interacting through digital technologies', 'Sharing through digital technologies', 'Collaborating through digital technologies', 'Managing digital identity', 'Protecting devices', 'Protecting personal data and privacy', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']","['Valuing sustainability', 'Supporting fairness', 'Systems thinking', 'Problem framing', 'Critical thinking', 'Adaptability', 'Individual initiative']",ok
2826,FR169,Computer Network Administrator (M/F),France,252,Database and Network Professionals,"['system administration', 'network administration', 'virtualization', 'firewalls', 'Linux', 'Windows', 'proxy', 'ESXi', 'Virtual Machine', 'VMware technology', 'ESX topology', 'cluster', 'switch', 'machine components', 'technical documentation', 'technical studies and research', 'development assistance', 'programming scripts', 'automation']","['ESXi', 'VMware']","['information systems', 'IT infrastructure', 'cybersecurity', 'cloud computing']","['writing skills', 'analytical mind', 'service mindset', 'rigor', 'adaptability', 'entrepreneurial spirit']",[],other,engineering,"['Managing data, information and digital content', 'Developing digital content', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
2827,FR170,Tomcat and Apache System Administrator (M/F),France,252,Database and Network Professionals,"['data protection', 'Information Protection deployment', 'Data Loss Prevention deployment', 'Insider Risk Manager deployment', 'Data Security Posture Management', 'compliance and risk management controls implementation', 'identity management within Microsoft 365', 'Microsoft 365 technologies architecture and consulting']","['Microsoft 365', 'Microsoft Purview', 'Entra ID', 'Entra Suite', 'Microsoft Defender', 'Microsoft Sentinel']","['cybersecurity', 'cloud environments', 'Microsoft technologies', 'digital transformation']","['consulting posture', 'client support', 'technical skills development', 'public speaking', 'entrepreneurship']",[],bachelor,computer science,"['Managing data, information and digital content', 'Evaluating data, information and digital content', 'Interacting through digital technologies', 'Collaborating through digital technologies', 'Protecting personal data and privacy', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
2828,FR171,Computer Network Administrator (M/F),France,252,Database and Network Professionals,"['network and telecom installations', 'network and telecom infrastructure administration', 'firmware updates management', 'technical infrastructure applications management', 'security patches analysis and deployment', 'level 2 and 3 technical interventions', 'technical project leadership and coordination', 'technological watch', 'documentation management', 'knowledge of information systems', 'knowledge of network and telecom hardware and protocols', 'knowledge of monitoring and administration tools']","['routers', 'switches', 'controllers', 'firewall', 'IPAM', 'DHCP', 'captive portal', 'monitoring tools', 'metrology tools']","['information systems', 'network and telecom hardware and protocols', 'network security']","['interpersonal skills', 'team spirit', 'initiative']",[],,,"['Managing data, information and digital content', 'Evaluating data, information and digital content', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
2829,FR172,Computer Network Administrator (M/F),France,252,Database and Network Professionals,"['network administration', 'LAN', 'WAN', 'Wifi', 'switches', 'routers', 'firewalls', 'VPN', 'server environments', 'Microsoft Active Directory', 'Windows Server', 'VMware vSphere', 'incident handling', 'technical project management', 'IT resource installation and operation', 'technical documentation writing']","['Microsoft Active Directory', 'Windows Server', 'VMware vSphere']","['systems', 'network']","['priority management', 'rigor', 'communication skills', 'teamwork', 'on-call support']",['English'],bachelor,IT,"['Identifying needs and technological responses', 'Solving technical problems', 'Managing data, information and digital content', 'Collaborating through digital technologies', 'Interacting through digital technologies']",[],ok
2830,FR173,Computer Network Administrator (M/F),France,252,Database and Network Professionals,"['Linux system administration', 'Shell/Bash scripting', 'Ansible automation', 'Puppet server deployment', 'Cobbler server configuration', 'VMware vSphere/vCenter management', 'OpenStack virtualization', 'Python scripting', 'Perl scripting', 'Storage and volume management', 'DevOps practices', 'CI/CD']","['Ansible', 'Puppet', 'Cobbler', 'VMware vSphere', 'VMware vCenter', 'OpenStack', 'Bash', 'Shell', 'Python', 'Perl', 'CFT', 'GCOS']","['Linux environments', 'Virtualization', 'Automated deployment', 'Production environment operations', 'Continuous integration']","['Rigor', 'Methodical approach', 'Autonomy', 'Sense of responsibility', 'Clear communication', 'Pedagogy', 'Cooperation', 'Technical curiosity', 'Continuous improvement']",[],bachelor,IT / Systems & Networks,"['Managing data, information and digital content', 'Collaborating through digital technologies', 'Developing digital content', 'Solving technical problems', 'Identifying needs and technological responses', 'Creatively using digital technologies']",[],ok
2831,FR174,(M/F) NETWORK ADMINISTRATOR,France,252,Database and Network Professionals,"['network administration', 'system maintenance', 'hardware installation', 'software configuration', 'network optimization', 'compatibility testing', 'network security', 'network performance analysis', 'account and access rights management', 'budget monitoring', 'cybersecurity management', 'multi-factor authentication', 'telephony network management', 'IT ticketing', 'troubleshooting', 'GED implementation', 'e-Invoicing preparation']",[],"['information systems', 'cybersecurity', 'IT hardware', 'telephony', 'network management', 'digital invoicing']","['responding to user needs', 'management of IT relationships', 'problem resolution']",[],master,IT,"['Managing data, information and digital content', 'Protecting personal data and privacy', 'Protecting devices', 'Solving technical problems', 'Identifying needs and technological responses']",[],ok
