job_id,job_title,date,company_name,country,country_code,region,coordinates,full_description,isco_3_digit,isco_3_digit_label,isco_4_digit,isco_4_digit_label,phd_context_valid,master_context_valid,phd_field,master_field,education_field_phd_clean,education_field_master_clean
SI8,TECHNICIAN - M/F,2025-11-16,"MONTER DRAVOGRAD proizvodnja in storitve d.o.o., Otiški Vrh 177 , 2373 ŠENTJANŽ PRI DRAVOGRADU",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","4. TECHNICIANS FOR MECHANICAL ENGINEERING ETC., probationary period 6 months, Permanent employment, full-time, 40 hours, STUDYING DOCUMENTATION AND TECHNOLOGICAL PROCESSES OF PRODUCTION, TECHNOLOGY OF THE MOST DEMANDING OBJECTS (WELDED STRUCTURES, CONSTRUCTIONS), MONITORING PRODUCTION AND SOLVING PROBLEMS, PROPOSING SUBCONTRACTORS, MATERIAL AND TIME CONSUMPTION NORMS AND WORK STUDIES, HEAT TREATMENT TECHNOLOGY, RESPONSIBILITY FOR SAFETY AND HEALTH AT WORK, ..., morning shift",311,Physical and Engineering Science Technicians,3110.0,Unknown,,,,,,
SI9,VEHICLE INSPECTOR - M/F,2025-10-20,"AMZS d.o.o.; AMZS d.o.o. PE KOPER, Sermin 7 C, 6000 KOPER - CAPODISTRIA",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","5. TECHNICIANS FOR MECHANICAL ENGINEERING ETC., probationary period 5 months, Permanent employment, full-time, 40 hours, PERFORMING INSPECTION TASKS OF ALL TYPES OF MOTOR VEHICLES AT DIFFERENT WORK LOCATIONS (PORT OF KOPER) IN ACCORDANCE WITH REGULATIONS AND INSTRUCTIONS FOR WORK. FIELD WORK: INSPECTION OF VEHICLES AT OUTDOOR STORAGE AREAS. STRICT RECORDING OF DAMAGES, MISSING VEHICLE PARTS AND ADDITIONAL EQUIPMENT ACCORDING TO THE CUSTOMER'S INSTRUCTIONS AND STANDARDS OF VARIOUS VEHICLE MANUFACTURERS. PERFORMING CONFORMITY PROCEDURES. PREPARATION AND SUBMISSION OF REPORTS IN ELECTRONIC FORM. REPORTING ON THE EXECUTION OF TASKS AND DUTIES. PERFORMING OTHER TASKS AND DUTIES WITHIN THE ORGANIZATIONAL UNIT'S AREA OF WORK AS DIRECTED BY THE SUPERVISOR. We are looking for a person who will diligently and according to the standards of various vehicle manufacturers be responsible for performing inspections of all types of motor vehicles. A person with technical knowledge who will record with great accuracy all damages, missing parts and possible other deviations on vehicles and additional equipment and will consistently ensure the preparation and submission of appropriate reports. CONDITIONS: Desired level V. of education in social sciences, technical or other appropriate field. Basic knowledge of English for professional purposes. B1 level English knowledge is preferred. We will conclude an employment contract with the selected candidate for an indefinite period with full-time employment and a five-month probationary period. Applications with proof of fulfilling the conditions for the job position are accepted until 19.11.2025 via the AMZS/Employment website.",315,Ship and Aircraft Controllers and Technicians,3150.0,Unknown,,,,,,
SI10,SWITCHING DEVICE MANAGER - M/F,2025-11-02,"TAB TOVARNA AKUMULATORSKIH BATERIJ D.D., Polena 6 , 2392 MEŽICA",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","1. MECHANICAL ENGINEERING TECHNICIANS ETC., probationary work, Fixed term, 6 months, full-time, 40, - inspection of devices, connection of new batteries to rectifiers and preparation of charging programs - execution of computer control of the forming production process with regulatory interventions in accordance with regulations, technological and work instructions - performing measurements and monitoring of the battery forming process in accordance with work and technological instructions and taking immediate measures to correct deficiencies in battery forming - preparation of elements and batteries for forming - performing tasks on batteries and elements after forming - operation of the cleaning device, acid mixer, water demineralizer and closed plate rinsing system - pumping of acid and lye - operation of the fire safety system and taking measures according to instructions in case of emergency event - informing superiors about malfunctions and errors of security systems - performing self-control - performing first-level maintenance and cleaning the work environment - keeping prescribed documentation and records., - basic computer knowledge, - course for floor-operated lifts - course for safe work with gases - course and exam for forklift operator - course and exam for welding with Pb - course for safe work with hazardous substances., multi-shift",132,"Manufacturing, Mining, Construction and Distribution Managers",1320.0,Unknown,,,,,,
SI11,MAINTENANCE MANAGER - M/F,2025-11-11,"Hoteli Metropol, hotelirstvo in turizem, d.o.o., Obala 77 , 6320 PORTOROŽ - PORTOROSE",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","2. ELECTRICAL ENGINEERING TECHNICIANS ETC., probationary work 6 months, Fixed term, 12 months, full-time, 40, MAIN TASKS AND RESPONSIBILITIES: PLANS, ORGANIZES AND SUPERVISES WORK IN THE DEPARTMENT AND ENSURES OPTIMAL ALLOCATION OF ALL RESOURCES. ENSURES EFFICIENT FLOW OF INFORMATION, EDUCATION AND DEVELOPMENT OF COLLEAGUES, AND A GOOD WORKING CLIMATE. PARTICIPATES IN THE PREPARATION OF THE ANNUAL PLAN FOR INVESTMENT AND CURRENT MAINTENANCE AND SECURITY. RESPONSIBLE FOR REGULAR INSPECTIONS, SERVICES, AND TECHNICAL MAINTENANCE OF MACHINES, DEVICES, AND FACILITIES. SUPERVISES WORK OF EXTERNAL CONTRACTORS (SECURITY, OUTDOOR AREAS ETC.). OVERSEES IMPLEMENTATION OF MAINTENANCE AND INVESTMENT WORK IN HOTEL COMPLEXES OR OTHER COMPANY PROPERTIES. MANAGES AND ORGANIZES ALL TECHNICAL DOCUMENTATION OF MACHINES, DEVICES, AND MAJOR MAINTENANCE PROCEDURES. MONITORS TECHNICAL INNOVATIONS AND PROPOSES THEIR IMPLEMENTATION. MONITORS PROPERTY STATUS AND ENSURES CAREFUL MANAGEMENT. ENSURES FLAWLESS OPERATION OF POOL TECHNOLOGY. ENSURES OPTIMAL MANAGEMENT OF VEHICLE FLEET. RESPONSIBLE FOR RATIONAL USE OF ENERGY, MATERIALS, TIME AND OTHER RESOURCES. , We expect: Several years of experience in maintenance; candidates with experience in hotels or larger property systems are preferred. Experience in team leadership and work organization. Responsibility, initiative, and excellent communication skills. We offer you: Employment in a stable and organized work environment. Highly independent and dynamic work. Possibility of professional development and advancement. Candidates coming from outside our area are provided free accommodation and meals during hotel operation. Immediate start., flexible/unfixed schedule",132,"Manufacturing, Mining, Construction and Distribution Managers",1320.0,Unknown,,,,,,
SI12,CONSTRUCTOR - M/F,2025-09-28,"BIJOL ZASTOPANJE, PROIZVODNJA D.O.O., Livarska cesta 17 , 2367 VUZENICA",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","3. MECHANICAL ENGINEERS ETC., probationary work 6 months, Fixed term, 12 months, full-time, 40, PREPARATION AND ELABORATION OF PRODUCTION PLANS, DESIGN OF NEW PRODUCTS, MONITORING PROJECT FROM PHASE TO PREPARATION, THROUGH PRODUCTION AND ASSEMBLY, ENSURING IMPLEMENTATION OF TECHNOLOGICAL PROCEDURES INTO PRODUCTION PROCESS AND ENSURING THEIR EXECUTION, ORGANIZING FUNCTIONS WITH PRODUCTION (WORK PREPARATION FOR BASIC PRODUCTION AND SERVICE PRODUCTION), CONTROLLING PLANNED AND MANUFACTURING TIMES AND GIVING REPORTS ON POSSIBLE IMPROVEMENTS, MONITORING AND RECORDING PRODUCTION AND SERVICE CAPACITIES, PROVIDING PROPOSALS FOR PRODUCTION PROCESS RATIONALIZATION, , morning shift",214,Engineering Professionals (excluding Electrotechnology),2140.0,Unknown,,,,,,
SI13,CNC MACHINING TECHNOLOGIST - M/F,2025-11-13,"CME ORODJARSTVO, proizvodnja, trgovina in storitve d.o.o., Veliki Otok 44 D, 6230 POSTOJNA",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","4. CNC MACHINE TECHNOLOGY PROGRAMMER, probationary work 3 months, Permanent contract, full-time, 40, CREATION OF NC CODE FOR 3 AND 5-AXIS MILLING MACHINES., Candidate must have skills in tool shop work, monitoring and supervising the work process., morning shift",251,Software and Applications Developers and Analysts,2510.0,Unknown,,,,,,
SI14,OPERATIONAL PLANNER OF PRODUCTION PROCESSES - M/F,2025-11-16,"CARTHAGO PROIZVODNJA AVTODOMOV D.O.O., Kamenice 2 , 9233 ODRANCI",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","5. MECHANICAL TECHNICIAN, probationary work 3 months, Permanent contract, full-time, 40, YOU WILL BE RESPONSIBLE FOR: - PLANNING AND PREPARATION OF WORK PROCEDURES, SEQUENCES, STANDARD TIMES AND MATERIAL-CONTROL PARAMETERS FOR ASSEMBLY AND MANUFACTURE OF COMPONENTS, TAKING INTO ACCOUNT NEW OR MODIFIED METHODS, - REVIEWING TECHNICAL DOCUMENTATION AND DESIGN REQUIREMENTS REGARDING OPTIMAL FEASIBILITY AND, IF NECESSARY, PROPOSING AND APPROVING CHANGES OR ADAPTATIONS, - PREPARING PROPOSALS FOR PRODUCTION-OPTIMIZED STRUCTURE OF BILLS OF MATERIAL, - DETERMINING OPTIMAL PROCESS FLOW FOR PROCESSING COMPLEX WORKPIECES WITH DEMANDING GEOMETRIES, TAKING INTO ACCOUNT DIFFERENT MATERIALS AND PROCESSING CONDITIONS, - INDEPENDENT PREPARATION OF APPROPRIATE CNC PROGRAMS, - SIMULATION OF CNC PROGRAMS TO ENSURE THEIR ACCURACY AND RELEASE FOR PRODUCTION, - OPTIMIZATION OF MILLING PROGRAMS AND UPGRADING OF PROCESSING PROCEDURES, - DOCUMENTING AND STORING CHANGES IN INFORMATION SYSTEM, - DATA ANALYSIS AND PREPARATION OF PRESENTATIONS FOR INTERNAL USE., - knowledge of MS Office tools, basic knowledge of ERP, CAD, and PLM systems preferred, - knowledge of woodworking industry (preferred), - knowledge of technical documentation and norms and standards in mechanical engineering, - proactivity, precision, independence and responsibility, - knowledge of German or English language, - communication and organizational skills, - sense for teamwork and cooperation with other departments.  A valid certificate of no criminal record is required to fill the job position.",311,Physical and Engineering Science Technicians,3110.0,Unknown,,,,,,
SI15,TECHNICIAN - DESIGNER - M/F,2025-11-17,"IMP TEN-TELEKOM, tovarna elektroenergetskih in telekomunikacijskih naprav, d.o.o., Vojkova cesta 58 , 1000 LJUBLJANA",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","1. TECHNICIAN FOR MACHINE CONSTRUCTION, probationary work 3 months, Permanent contract, full-time, 40, COORDINATION AND TEAM ALIGNMENT OF WORK FOR WELDERS, TECHNOLOGY ANNOUNCEMENT AND CREATION OF TECHNICAL DOCUMENTATION. CONTROL OF PHASE WORK AND FINAL CONTROL OF TECHNOLOGICAL DOCUMENTATION, morning shift",311,Physical and Engineering Science Technicians,3110.0,Unknown,,,,,,
SI16,CONSTRUCTOR OF CUTTING TOOLS - M/F,2025-11-11,"CAJHEN REZILNA ORODJA, PROIZVODNJA REZILNIH ORODIJ, D.O.O., Spodnja Rečica 80 A, 3270 LAŠKO",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","2. TECHNICIAN FOR MECHANICAL ENGINEERING, probationary work 6 months, Permanent contract, full-time, 40, DRAWING AND DESIGNING CUTTING TOOLS, ORGANIZING TECHNICAL DOCUMENTATION, COOPERATION WITH TECHNOLOGY AND PRODUCTION AND OTHER RELATED TASKS. WE OFFER: EMPLOYMENT FOR AN INDEFINITE PERIOD WITH A 6-MONTH PROBATION, SINGLE SHIFT WORK IN A WELL-ORGANIZED AND PLEASANT ENVIRONMENT, REGULAR AND MOTIVATING SALARY, POSSIBILITY OF EDUCATION AND LONG-TERM GROWTH. WE EXPECT: EXPERIENCE WITH THE SOLIDWORKS PROGRAM (AT LEAST 3 YEARS), EXCELLENT KNOWLEDGE OF MECHANICAL ENGINEERING, CUTTING TECHNOLOGIES AND CUTTING TOOLS, GOOD COMMUNICATION SKILLS, ABILITY TO WORK INITIATIVELY, ACCURACY, RELIABILITY, ADAPTABILITY AND INDEPENDENCE., Knowledge of SOLIDWORKS program and mechanical education.",214,Engineering Professionals (excluding Electrotechnology),2140.0,Unknown,,,,,,
SI17,CONSTRUCTOR - M/F,2025-11-19,"KONSTRUKCIJE DREMELJ, izdelovanje jeklenih konstrukcij, d.o.o., Pod gabri 11 , 1218 KOMENDA",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","3. TECHNICIAN FOR MECHANICAL ENGINEERING, probationary work 3 months, Permanent contract, full-time, 40, INDEPENDENT DESIGN AND MODELING OF STEEL STRUCTURES, PROVIDING INTERNAL TECHNICAL SUPPORT IN PRODUCTION, PERFORMING WORK ACCORDING TO TECHNOLOGICAL INSTRUCTIONS, PLANS AND SKETCHES. KNOWLEDGE OF PRO-STEEL SOFTWARE. INDEPENDENT WORK., morning shift",214,Engineering Professionals (excluding Electrotechnology),2140.0,Unknown,,,,,,
SI18,AIR CONDITIONING AND HEAT PUMP SERVICE TECHNICIAN - M/F,2025-11-09,"NIX hladilni sistemi in klima naprave, d.o.o., Stranska vas pri Semiču 5 , 8333 SEMIČ",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","4. ELECTROMECHANICS, probationary work 3 months, Permanent contract, full-time, 40, AIR CONDITIONING AND HEAT PUMP SERVICE, morning shift",741,Electrical Equipment Installers and Repairers,7410.0,Unknown,,,,,,
SI19,SERVICE TECHNICIAN - M/F,2025-11-04,"BIJOL ZASTOPANJE, PROIZVODNJA D.O.O., Livarska cesta 17 , 2367 VUZENICA",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","5. ELECTROMECHANICS, probationary work 6 months, Fixed-term contract, 12 months, full-time, 40, MAINTENANCE AND REPAIR OF TRUCKS AND LIFTS, SERVICING HYDRAULIC SYSTEMS OF MEDIUM AND HEAVY MACHINERY, MECHANICAL REPAIRS (OIL, HOSE, FILTER CHANGES), PERFORMING REGULAR MAINTENANCE SERVICES ON PALFINGER EQUIPMENT, PERFORMING MACHINE INSTALLATION WORKS, Single shift work, Knowledge in hydraulics, morning shift",741,Electrical Equipment Installers and Repairers,7410.0,Unknown,,,,,,
SI20,ELECTRICAL DEVICE MAINTAINER - M/F,2025-11-09,"ENERGETIKA CELJE JAVNO PODJETJE, D.O.O., Smrekarjeva ulica 1 , 3000 CELJE",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","1. ELECTROMECHANICAL, probationary work 6 months, Permanent employment, full time, 40, BRIEF JOB DESCRIPTION: - PERFORMING ACTIVITIES OF REGULAR AND EXTRAORDINARY ELECTRICAL MAINTENANCE OF THE NETWORK FOR HOT WATER AND HEATING WATER AND HEAT STATIONS AND BOILER ROOMS IN THE HEAT DISTRIBUTION PROCESS AND GAS DISTRIBUTION MEASURING AND CONTROL STATIONS, - PERFORMING ACTIVITIES TO ENSURE ENERGY MANAGEMENT OF BUILDINGS FOR CLIENTS, - PERFORMING ANNUAL OVERHAUL TASKS ON THE NETWORK AND HEAT STATIONS, - MONITORING THE HEAT DISTRIBUTION SYSTEM VIA SCADA SYSTEM, - SOLVING HEATING ISSUES FOR INDIVIDUAL CLIENTS AND COLLABORATING WITH EXTERNAL CONTRACTORS, FACILITY MANAGERS AND OWNER REPRESENTATIVES, - OCCASIONAL EXECUTION OF METER CONNECTIONS AND DISCONNECTIONS, - TIMELY INFORMING SUPERVISORS ABOUT SPECIAL CIRCUMSTANCES THAT OCCUR DURING WORK, - WILLINGNESS TO WORK FROM HOME ACCORDING TO SCHEDULE AND EXECUTE TASKS OF THE INTERVENTION SERVICE ACCORDING TO FIELD NEEDS, - MANAGEMENT OF PRESCRIBED RECORDS AND ANALYSES OF ALL CARRIED OUT MAINTENANCE ACTIVITIES OR FIELD WORK. Candidates are expected to have knowledge of the technology and techniques in carrying out electrical maintenance of distribution networks and heat stations, as well as gas measuring and regulation stations, knowledge of technical regulations and internal work instructions related to the field, knowledge of occupational health and safety and property protection. The selected candidate will have to take an exam for safe work in Ex zones. We seek a responsible, reliable, professional, communicative person who responds quickly to changes, is independent and capable of creatively solving complex problems., morning",741,Electrical Equipment Installers and Repairers,7410.0,Unknown,,,,,,
SI21,DEVELOPER - ASSISTANT IN DEVELOPMENT WORKSHOP - M/F,2025-11-13,"BIODOM 27 d.o.o., proizvodnja, trgovina in storitve, Obrtno industrijska cona Hrpelje 4 A, 6240 KOZINA",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","2. ELECTRICAL ENGINEERS, probationary work 3 months, Fixed term, 12 months, full time, 40, ASSISTANCE IN THE DEVELOPMENT OF HEATING DEVICES, PARTICIPATION IN TECHNOLOGICAL PROCESSES, DEVELOPMENT, IMPLEMENTATION AND OPTIMIZATION OF TECHNOLOGICAL PROCESSES AND PARTICIPATION IN THE DEVELOPMENT OF NEW PRODUCTS. PRODUCT TESTING, WORK IN A TEAM., ,",214,Engineering Professionals (excluding Electrotechnology),2140.0,Unknown,,,,,,
SI22,E097029 ENGINEER OF TECHNICAL PROFESSIONS VII/1 (II) - M/F,2025-11-10,"SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA, Polje 40 , 6310 IZOLA - ISOLA",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","3. ELECTRICAL ENGINEERS, probationary work 4 months, Fixed term, 12 months, full time, 40, INDEPENDENT EXECUTION OF MAINTENANCE WORK IN ELECTRICAL OR MECHANICAL AREAS, MAINTENANCE AND CREATION OF PREVENTIVE MAINTENANCE PLANS, MANAGEMENT OF THE ENERGY SYSTEM, PARTICIPATION IN ENSURING THE FUNCTIONALITY OF THE FACILITY., CANDIDATE SHOULD SEND APPLICATION WITH COVER LETTER AND CURRICULUM VITAE AND CERTIFICATE OF COMPLETED EDUCATION TO EMAIL: KADROVSKA@SB-IZOLA.SI, morning",214,Engineering Professionals (excluding Electrotechnology),2140.0,Unknown,,,,,,
SI23,TESTER - M/F,2025-11-16,"BR proizvodne storitve d.o.o., Šentiljska cesta 49 , 2000 MARIBOR",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","4. ELECTRICAL ENGINEER, probationary work 6 months, Permanent employment, full time, 40, OPERATIONAL EXECUTION OF MATERIAL, PRODUCT, AND PROCESS INSPECTIONS, DOCUMENTING THE EXECUTION OF CONTROLS AND REVIEWS, REVIEW AND PREPARATION OF DOCUMENTATION AND EQUIPMENT, TESTING OF OBJECTS IN THE COMPANY AND ON SITE AND START-UP, ISSUANCE OF APPROPRIATE TECHNICAL DOCUMENTATION, HANDLING COMPLAINTS, PREPARATION OF CALCULATIONS AND OTHER REPORTS, DESIRED CERTIFICATES: INDUSTRIAL SWITCHBOARD OPERATOR, ELECTRO-ENERGY SYSTEM SWITCHBOARD OPERATOR, NPK CERTIFICATE - INSPECTOR OF LESS DEMANDING ELECTRICAL INSTALLATIONS AND LIGHTNING PROTECTION INSTALLATIONS., morning",214,Engineering Professionals (excluding Electrotechnology),2140.0,Unknown,,,,,,
SI24,SOFTWARE TESTER - MURSKA SOBOTA - M/F,2025-11-13,"FlawlessCode, informacijski inženering, d.o.o., Partizanska cesta 13 A, 2000 MARIBOR",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","5. SOFTWARE TESTER, probationary work , Permanent employment, full time, 40, MANUAL AND AUTOMATIC TESTING OF PROGRAMS. TEST AUTOMATION OF WEB APPLICATIONS, PYTHON PROGRAMMING, LOAD/PERFORMANCE TESTING., WE OFFER: The latest computer and software equipment. Flexible working hours. Professional onboarding and mentoring. Work from home. Work on interesting international projects. We enable the best development of your potential and upgrading of competencies. Possibility of advancement. Modernly equipped, organized and friendly working environment. Opportunity to work with an excellent team of people. Excellent environment for personal and professional development. Dynamic environment in a technologically advanced company. Numerous additional benefits. Work location is the center of Murska Sobota., morning",251,Software and Applications Developers and Analysts,2510.0,Unknown,,,,,,
SI25,TECHNICAL DEVELOPMENT ENGINEER – AUTOMATION AND ROBOTICS - M/F,2025-11-05,"ROBOMATIS, digitalizacija, trgovina in proizvodnja, d.o.o., Prešernova cesta 8 , 3320 VELENJE",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","ELECTRONICS ENGINEERS, probationary period 6 months, Permanent employment, full-time, 40, LOCATION: VELENJE / DRAVOGRAD / SLOVENJ GRADEC. AT ROBOMATIS WE DEVELOP ADVANCED PACKAGING AND MATERIAL-HANDLING SOLUTIONS FOR INDUSTRY ACROSS EUROPE AND WE ARE LOOKING FOR A PRACTICALLY ORIENTED ENGINEER WHO ENJOYS ROBOTICS, AUTOMATION, AND “FIXING” MACHINES AND WANTS TO GROW LONG-TERM INTO A LEADING TECHNICAL ROLE. YOU WILL START WITH ASSEMBLY, SERVICE, INTEGRATION AND COMMISSIONING OF MACHINES AND SYSTEM OPTIMIZATION (SENSORS, PLC LOGIC, SAFETY) AND TECHNICAL PREPARATION OF PROJECTS TO TRULY GET TO KNOW OUR MACHINES AND TECHNOLOGIES. THEN YOU WILL GRADUALLY MOVE INTO DEVELOPMENT: BUILDING YOUR OWN AUTOMATED SOLUTIONS, ROBOTICS PROJECTS, PROTOTYPES AND TESTING NEW TECHNOLOGIES. IF THIS EXCITES YOU AND YOU PROGRESS, THE NEXT PHASE FOLLOWS WHERE YOU TAKE THE LEAD ON TECHNICAL PROJECTS, PARTICIPATE IN SHAPING THE ""ROBOMATIS AUTOMATION 2030"" VISION AND WORK WITH EXTERNAL PARTNERS AND R&D TEAMS, WITH A CLEAR OPPORTUNITY TO GROW INTO A TECHNICAL MANAGER/CTO ROLE. WE ARE LOOKING FOR A MECHATRONICS, ELECTRICAL OR MECHANICAL ENGINEER WHO ENJOYS PRACTICAL WORK, CAN BASICALLY PROGRAM PLCs (SIEMENS/OMRON/BECKHOFF), KNOWS THE BASICS OF ELECTRICS AND PNEUMATICS, SPEAKS ENGLISH AND HAS A DRIVER'S LICENSE B. WE OFFER LONG-TERM EMPLOYMENT, LOTS OF FREEDOM IN THE DEVELOPMENT OF IDEAS, PROTOTYPES AND SOLVING TECHNICAL CHALLENGES, AND AN ENVIRONMENT WHERE TECHNOLOGY IS AT THE FOREFRONT AND GROWTH IS REAL, NOT JUST WRITTEN ON PAPER. IF YOU SEE YOURSELF IN THIS, SEND YOUR CV AND A BRIEF DESCRIPTION OF YOUR PROJECTS TO TILEN@ROBOMATIS.COM , , mornings",214,Engineering Professionals (excluding Electrotechnology),2140.0,Unknown,,,,,,
SI26,INDUSTRIAL ROBOT OPERATOR - M/F,2025-11-04,"INNODULER proizvodnja in trgovina d.o.o., Šentjanž pri Dravogradu 144 , 2373 ŠENTJANŽ PRI DRAVOGRADU",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","INDUSTRIAL ROBOT OPERATOR, probationary period 6 months, Permanent employment, full-time, 40, MONITORS THE PROPER OPERATION OF THE WELDING ROBOT, RESOLVES SIMPLE WORK PROCESSES INDEPENDENTLY WITHOUT A PROGRAMMER, PERFORMS SELF-CONTROL OF PRODUCTS, FINISHED PRODUCTS CONCLUSIONS, REPAIRS BY HIMSELF (WELDING, GRINDING) AS NEEDED, WELDS AND GRINDS PRODUCTS, RECEIVES DOCUMENTATION, SELECTS PROGRAMS THAT ARE IN ACCORDANCE WITH THE WORK ORDER, COUNTS AND IDENTIFIES PRODUCTS ACCORDING TO INSTRUCTIONS, OPERATES THE BRIDGE CRANE, TRANSPORTS MATERIAL WITH A FORKLIFT AS NEEDED, INSPECTS THE ROBOT DAILY AND WEEKLY, ENSURES PROPER RECORDING OF DOWNTIME, HELPS WITH MAINTENANCE, PROVIDES ASSISTANCE TO COLLEAGUES.., , multi-shift",811,Mining and Mineral Processing Plant Operators,8110.0,Unknown,,,,,,
SI27,WORKER FOR SIMPLE MASONRY WORK - M/F,2025-11-18,"FORMABAU, storitve in gradnja, d.o.o., Novi dom 49 A, 1430 HRASTNIK",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","WORKERS FOR SIMPLE TASKS IN BUILDING CONSTRUCTION, probationary work 3 months, Fixed term, 12 months, full-time, 40, CLEANING USED BRICKS AND PERFORMING SIMPLE TASKS IN DEMOLITION OF BUILDING STRUCTURES, MIXING, POURING AND SPREADING MATERIALS SUCH AS CONCRETE, PLASTER AND MORTAR, DIGGING AND FILLING HOLES AND DITCHES USING HAND TOOLS, SPREADING SAND, EARTH, GRAVEL AND SIMILAR MATERIALS, LOADING AND UNLOADING BUILDING MATERIALS, EXCAVATED MATERIAL AND EQUIPMENT AND TRANSPORTING THEM ON THE CONSTRUCTION SITE USING WHEELBARROWS, CARRYING RODS AND HAND CARTS, CLEANING WORK AREAS AND REMOVING OBSTACLES., , morning",931,Mining and Construction Labourers,9310.0,Unknown,,,,,,
SI28,CONSTRUCTION WORKER - M/F,2025-11-11,"AM GRAD, DRUŽBA ZA GRADBENIŠTVO, D.O.O., Zagradec 39 , 1303 ZAGRADEC",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","WORKERS FOR SIMPLE TASKS IN BUILDING CONSTRUCTION, probationary work , Permanent contract , full-time, 40, CONSTRUCTION WORK - FORMWORK, TYING REINFORCEMENT, CONCRETE INSTALLATION WORK ACCORDING TO SUPERVISOR'S INSTRUCTIONS, , morning",931,Mining and Construction Labourers,9310.0,Unknown,,,,,,
SI29,ASSISTANT CONSTRUCTION WORKER - M/F,2025-11-18,"PVP, STORITVE, D.O.O., Savska cesta 1 , 1270 LITIJA",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","WORKERS FOR SIMPLE TASKS IN BUILDING CONSTRUCTION, probationary work 6 months, Fixed term, 12 months, full-time, 40, ALL AUXILIARY CONSTRUCTION WORKS, , morning",931,Mining and Construction Labourers,9310.0,Unknown,,,,,,
SI30,WORKER FOR LIGHT CONSTRUCTION WORK - M/F,2025-11-16,"GRAD PRESTRANEK, turizem, kmetijstvo in storitve, d.d.,, Na Gradu 1 , 6258 PRESTRANEK",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","WORKERS FOR SIMPLE TASKS IN BUILDING CONSTRUCTION, probationary work 2 months, Fixed term, 6 months, full-time, 40, ASSISTANCE IN CARRYING OUT VARIOUS CONSTRUCTION WORKS, PREPARATORY, AUXILIARY WORKS, BASIC MASONRY WORKS., ,",931,Mining and Construction Labourers,9310.0,Unknown,,,,,,
SI31,ASSISTANT MASON - M/F,2025-11-16,"ZIDARSTVO UDOVIČ UDOVIČ VILKO S.P., Jelšane 68 , 6254 JELŠANE",Slovenia,SI,Slovenia,"(46.0569, 14.5058)","WORKERS FOR SIMPLE TASKS IN BUILDING CONSTRUCTION, probationary work , Fixed term, 6 months, full-time, 40, ASSISTANCE IN MASONRY AND ROOFING., , morning",931,Mining and Construction Labourers,9310.0,Unknown,,,,,,
